,name,ID,ra,dec
1774,SDSS J09036+4639 ,25770690235,09 03 37.9,+46 39 52
1775,MS 22549-3712    ,566936371740,22 57 38.9,-36 56 07
1776,Q 0725+5625      ,661435248613,07 30 04.7,+56 18 49
1777,IRAS 12031-3216  ,661425700553,12 05 43.6,-32 32 56
1778,SDSS J11025+0052 ,661435059983,11 02 30.8,+00 52 37
1779,SDSS J12212-0051 ,-1,12 21 12.9,-00 51 51
1780,JGR J09253+6929  ,-1,09 25 46.6,+69 28 56
1781,KISSR  550       ,146030063911,14 27 10.6,+29 03 37
1782,ESO 344-G16      ,446677625121,22 14 42.0,-38 48 24
1783,F  251           ,-1,06 27 01.8,-63 21 26
1784,NPM1G+48.0114    ,103080360677,08 39 49.7,+48 47 02
1785,Q 0807+4748      ,661434922315,08 11 19.5,+47 39 37
1786,ESO 386-G05      ,661434601140,14 40 37.6,-33 08 30
1787,IGR J09026-4812  ,661431829837,09 02 37.4,-48 13 34
1788,SDSS J08529+5225 ,-1,08 52 54.2,+52 25 16
1789,SDSS J04094-0429 ,-1,04 09 29.2,-04 29 02
1790,NVSS J21034-3000 ,-1,21 03 28.4,-30 00 04
1791,MARK 1146        ,206158976229,00 47 19.4,+14 42 12
1792,UGC 12551        ,661426353539,23 22 09.4,+09 16 09
1793,IC 1191          ,335007704088,16 06 29.0,+18 16 07
1794,SDSS J15377+0302 ,661431346907,15 37 47.9,+03 02 09
1795,Q 1150+3756      ,661434926444,11 52 50.4,+37 39 27
1796,MARK    9        ,146029873322,07 36 57.0,+58 46 13
1797,Q 0838+4746      ,661434876858,08 41 44.8,+47 35 41
1798,SDSS J15234+5518 ,111670247276,15 23 24.5,+55 18 55
1799,SDSS J00126-0008 ,-1,00 12 38.1,-00 08 03
1800,Zw 162.038B      ,661426872899,13 58 38.0,+28 51 57
1801,IRAS 19130+6005  ,661427436372,19 13 48.5,+60 10 59
1802,Zw 244.025       ,128850296103,12 30 11.9,+47 00 23
1803,SDSS J08028+4502 ,60130317247,08 02 48.2,+45 02 04
1804,Q 1050+4637A     ,661434926434,10 53 11.4,+46 21 15
1805,SDSS J15344+0408 ,661426211256,15 34 25.6,+04 08 06
1806,MARK  738        ,163210016252,11 35 57.1,+28 11 49
1807,HS 1831+5338     ,34359828421,18 32 49.7,+53 40 22
1808,NPM1G+24.0470    ,661426754216,21 39 41.3,+24 24 18
1809,UGC 10782        ,34360491334,17 15 52.7,+36 24 21
1810,NPM1G+64.0045    ,51540926092,08 19 17.7,+64 29 40
1811,NGC   60         ,386547915828,00 15 58.2,-00 18 12
1812,Zw 049.106       ,188979365413,15 17 51.7,+05 06 28
1813,SDSS J14590+6113 ,8590192627,14 59 01.4,+61 13 53
1814,SDSS J00149+0015 ,335007900129,00 14 55.1,+00 15 09
1815,NPM1G-14.0176    ,300648158032,03 33 07.8,-13 54 34
1816,SDSS J15295+0303 ,214749739681,15 29 32.7,+03 03 11
1817,IGR J09253+6929  ,60130523911,09 25 47.6,+69 27 54
1818,NPM1G+18.0525    ,661426609232,17 54 18.8,+18 56 54
1819,KUG 1021+675     ,85899954588,10 25 13.1,+67 17 48
1820,SDSS J12274+4618 ,42949887029,12 27 28.7,+46 18 26
1821,Q 1511+4632      ,661434926472,15 13 11.6,+46 21 42
1822,SDSS J14265+0245 ,661437405315,14 26 32.1,+02 45 06
1823,SDSS J15115+0238 ,661426169302,15 11 35.6,+02 38 06
1824,NVSS J04143-0820 ,-1,04 14 22.1,-08 20 44
1825,UCM 2333+2359    ,171799286652,23 36 06.2,+24 15 58
1826,UGC  9135        ,661426756933,14 16 36.9,+24 30 09
1827,SDSS J16348+2312 ,154620015930,16 34 53.7,+23 12 42
1828,IRAS 15247-0945  ,661434618056,15 27 26.5,-09 55 57
1829,Zw 391.034       ,-1,03 52 20.1,-00 58 23
1830,GSC 6144 00913   ,515396305126,13 58 59.7,-20 02 43
1831,Zw 011.012       ,-1,11 09 42.9,-03 49 03
1832,MARK  833        ,661434643775,14 58 00.5,+35 12 08
1833,SDSS J09006-0029 ,-1,09 00 40.2,-00 29 12
1834,SDSS J01008+1527 ,661426517123,01 00 53.6,+15 27 27
1835,GSC 4908 01685   ,661434606425,10 20 57.8,-04 57 03
1836,KUV 15519+2144   ,-1,15 54 04.5,+21 34 57
1837,MS 10473+3518    ,60129620387,10 50 10.6,+35 02 03
1838,NVSS J10217-0436 ,-1,10 21 43.0,-04 36 30
1839,NPM1G-11.0327    ,661434713894,12 19 14.7,-11 21 37
1840,SDSS J16467+3910 ,661434885302,16 46 43.5,+39 10 26
1841,UGC  5101        ,661427446542,09 35 51.7,+61 21 12
1842,IRAS 06256+6342  ,661427465909,06 30 25.6,+63 40 41
1843,NPM1G-01.0220    ,274877908039,09 08 11.8,-01 48 07
1844,GSC 4907 01728   ,223339097284,10 18 03.3,-03 47 40
1845,NPM1G-00.0148    ,352187981376,04 13 07.0,-00 50 16
1846,NVSS J09035-0106 ,-1,09 03 30.8,-01 06 12
1847,EXO 1622.0+2611  ,-1,16 24 09.2,+26 04 33
1848,ESO 552-G39      ,386548195092,04 58 40.3,-21 59 31
1849,RXS J00001+0523  ,240518487305,00 00 11.7,+05 23 17
1850,MCG -05.29.011   ,-1,12 06 18.8,-28 11 49
1851,SDSS J00556+1446 ,326418275513,00 55 39.3,+14 46 25
1852,NPM1G-02.0197    ,661430968779,08 30 14.5,-02 52 50
1853,NPM1G+81.0074    ,8590570583,15 56 50.9,+81 28 56
1854,ESO 121-IG28     ,661425588499,06 23 46.0,-60 58 36
1855,MARK  541        ,506806753750,23 56 02.0,+07 31 23
1856,ESO 209-G12      ,412317855079,08 01 57.9,-49 46 42
1857,CG  125          ,661434647691,11 46 21.5,+30 29 37
1858,F  303           ,-1,04 30 40.0,-53 36 56
1859,CTS G03.04       ,523986974127,19 38 04.5,-51 09 47
1860,RXS J15165+2058  ,163209330966,15 16 34.3,+20 58 39
1861,MARK  848B       ,661430490571,15 18 06.2,+42 44 43
1862,IRAS 03355+0104  ,223339568631,03 38 10.8,+01 14 22
1863,MARK  948        ,171799089683,00 28 14.3,+07 07 45
1864,F 1168           ,-1,20 48 04.0,-34 15 25
1865,CG  825          ,146030090281,11 21 08.4,+34 55 21
1866,MCG -04.14.020   ,-1,05 44 51.0,-25 05 48
1867,IRAS 00065+1411  ,481036928406,00 09 08.0,+14 27 55
1868,MARK  316        ,206159770288,23 13 40.5,+14 01 15
1869,SDSS J11339+6701 ,85899930754,11 33 55.9,+67 01 06
1870,RXS J07557-0157  ,-1,07 55 47.3,-01 57 41
1871,WEE 123          ,661434926464,13 12 13.1,+28 34 54
1872,IGR J07597-3842  ,661425671120,07 59 41.8,-38 43 56
1873,Q 0958+4639      ,661434922119,10 01 12.5,+46 25 30
1874,1WGA J0816.0-0736,661425891950,08 16 04.3,-07 35 57
1875,Q 1228+4642      ,661434926450,12 30 48.6,+46 25 37
1876,ESO 505-IG30     ,566936016868,12 16 57.1,-26 12 34
1877,SDSS J10235+6452 ,68720314863,10 23 32.0,+64 52 40
1878,ESO 387-G25      ,661434594059,15 20 44.8,-36 10 02
1879,NVSS J10163-0401 ,-1,10 16 22.7,-04 01 16
1880,VIII Zw  91      ,661434888804,10 37 23.7,+02 18 45
1881,NPM1G-15.0598    ,446676666484,21 59 11.9,-15 26 02
1882,ESO 408-G24      ,661431629956,23 44 38.9,-34 29 17
1883,CG  855          ,171799868975,11 44 30.0,+36 53 09
1884,RXS J15536+4344  ,85899416429,15 53 40.4,+43 44 04
1885,SDSS J08128+3838 ,661427098265,08 12 52.5,+38 38 23
1886,IRAS 17216+3633  ,17181096524,17 23 23.3,+36 30 10
1887,IC   78          ,523986862869,01 08 47.6,-15 50 33
1888,SDSS J10491+0016 ,661435048483,10 49 11.8,+00 16 04
1889,SDSS J16494+3921 ,661435048265,16 49 25.0,+39 21 29
1890,SBS 1340+569     ,111669742865,13 42 10.1,+56 42 10
1891,SDSS J11275+0309 ,661426184029,11 27 30.8,+03 09 58
1892,SDSS J10203+6354 ,661434849193,10 20 22.9,+63 54 11
1893,RXS J08173+5202  ,197568943014,08 17 18.5,+52 01 47
1894,MCG -02.27.003   ,-1,10 25 50.2,-11 26 07
1895,NPM1G-18.0348    ,395138197723,10 31 57.4,-18 46 34
1896,NVSS J16345-1028 ,-1,16 34 34.0,-10 28 18
1897,RXS J23518+2619  ,163209971155,23 51 52.8,+26 19 32
1898,MARK  315        ,661431599542,23 04 02.7,+22 37 27
1899,SDSS J01063+1434 ,214749271142,01 06 21.8,+14 34 55
1900,SDSS J08536+0044 ,661426107469,08 53 37.5,+00 44 10
1901,SDSS J09007+5014 ,661434640779,09 00 46.3,+50 14 05
1902,SDSS J10492+0019 ,-1,10 49 17.8,+00 19 58
1903,SDSS J10261+2136 ,661426679484,10 26 06.1,+21 36 17
1904,SDSS J07467+3743 ,661434658553,07 46 46.7,+37 43 00
1905,Q 2228+0122      ,661434912276,22 31 20.9,+01 38 04
1906,MS 17462+6738    ,661434926526,17 46 08.9,+67 37 30
1907,SDSS J03225-0103 ,-1,03 22 35.8,-01 03 07
1908,NPM1G-19.0575    ,661431533610,21 15 45.4,-19 22 45
1909,1ES 0439-085     ,292058112277,04 41 54.0,-08 26 34
1910,MARK 1212        ,146029284774,08 07 05.5,+27 07 34
1911,SDSS J15466+0329 ,661426193171,15 46 39.6,+03 29 37
1912,Q 1046+4754      ,661434926432,10 48 59.5,+47 38 31
1913,B2 0648+27       ,661426836493,06 52 02.5,+27 27 39
1914,UGC  3927        ,128850207498,07 37 30.1,+59 41 03
1915,Q 0218+0219      ,661434912672,02 21 02.7,+02 32 42
1916,VIII Zw  36      ,300648421684,00 42 36.8,-10 49 22
1917,MCG +00.27.002   ,-1,10 21 40.2,-03 27 14
1918,SDSS J07529+4010 ,661430942633,07 52 57.2,+40 10 26
1919,SDSS J09546+0637 ,360777868899,09 54 37.2,+06 37 19
1920,MARK  268        ,661428822141,13 41 11.1,+30 22 41
1921,UM  85           ,360777904015,01 06 45.3,+06 38 01
1922,Q 2213+0218      ,206159309777,22 15 37.7,+02 33 48
1923,Q J14254-0118    ,-1,14 25 26.2,-01 18 26
1924,ESO 445-G10      ,506806588578,13 40 52.0,-28 05 19
1925,NPM1G-05.0093    ,661425931586,02 12 05.0,-05 12 34
1926,IRAS 04596-2257  ,446677670868,05 01 48.7,-22 53 24
1927,SDSS J12257-0112 ,-1,12 25 46.8,-01 12 02
1928,SDSS J01340-0946 ,-1,01 34 02.6,-09 46 27
1929,Q 2212+0215      ,661434705575,22 15 10.2,+02 30 43
1930,SDSS J16574+4018 ,661434634535,16 57 25.0,+40 18 49
1931,SDSS J08557+0047 ,661426109917,08 55 47.7,+00 47 39
1932,MARK  231        ,661430484590,12 56 14.2,+56 52 25
1933,MCG +10.11.025   ,661427436860,07 19 55.6,+60 14 11
1934,IRAS F14071+5446 ,60129784950,14 08 55.5,+54 43 05
1935,IRAS 08054+6824  ,661427494017,08 10 23.4,+68 15 41
1936,NPM1G+09.0618    ,661426363248,23 41 06.6,+09 38 09
1937,MCG -01.05.003   ,-1,01 32 22.3,-07 52 23
1938,SDSS J16069+3719 ,661427071408,16 06 56.0,+37 19 17
1939,SDSS J09135+5651 ,154619156005,09 13 30.4,+56 51 28
1940,SDSS J08080+3819 ,661427091838,08 08 01.7,+38 19 35
1941,SDSS J07456+4111 ,661435231651,07 45 36.0,+41 11 37
1942,NPM1G+10.0264    ,360778269663,11 32 49.3,+10 17 47
1943,SDSS J16119+5211 ,68720064619,16 11 56.3,+52 11 17
1944,NVSS J05484-3313 ,-1,05 48 28.5,-33 13 31
1945,MCG +08.15.056   ,94490502240,08 15 16.8,+46 04 30
1946,SDSS J17176+3242 ,94490427174,17 17 39.0,+32 42 15
1947,ESO 304-G11      ,523986565789,04 40 59.6,-37 34 11
1948,H 0707-495       ,-1,07 08 41.5,-49 33 06
1949,TOL 2046-392     ,558346462900,20 49 33.2,-39 02 04
1950,G 2344-3852      ,128849299767,23 46 49.2,-38 35 20
1951,UM 213           ,661430646401,00 12 17.9,-00 06 10
1952,SDSS J02250-0036 ,-1,02 25 05.5,-00 36 14
1953,ESO  27-IG07     ,661434889703,22 22 12.9,-80 14 04
1954,H 1324-246       ,403727074274,13 27 12.7,-24 51 41
1955,SDSS J08025+4223 ,51540264558,08 02 33.6,+42 23 33
1956,PKS  1637-77     ,661427533462,16 44 16.0,-77 15 48
1957,GSC 7045 01444   ,661425678868,04 39 37.3,-37 05 08
1958,UGC 11185NE      ,661434875665,18 16 08.4,+42 40 07
1959,SDSS J10579+6659 ,85899945992,10 57 54.7,+66 59 50
1960,1AXG J163720+8207,632389,16 37 27.2,+82 07 07
1961,SDSS J16096+2544 ,154620089276,16 09 36.4,+25 44 59
1962,KUG 0135-131     ,292058553819,01 38 05.4,-12 52 11
1963,SDSS J08027+3104 ,146029330281,08 02 43.4,+31 04 03
1964,SDSS J21376+0053 ,317827902421,21 37 41.5,+00 53 17
1965,MARK  474        ,661431998807,14 34 52.4,+48 39 43
1966,SDSS J10488+6555 ,661427482320,10 48 48.9,+65 55 23
1967,Q 0352+0125      ,661434926385,03 55 25.6,+01 34 22
1968,MCG +03.47.002   ,661426635730,18 27 14.7,+19 56 20
1969,NVSS J08326-0506 ,-1,08 32 37.5,-05 06 06
1970,MCG -02.37.004   ,-1,14 26 12.2,-11 54 17
1971,SDSS J14455-0109 ,-1,14 45 32.2,-01 09 21
1972,XMM J00344-4320  ,-1,00 34 24.3,-43 20 37
1973,NGC  417         ,661430692342,01 11 05.5,-18 08 53
1974,RXS J23046-3501  ,-1,23 04 37.4,-35 01 13
1975,NPM1G-13.0274    ,326418011920,09 49 32.4,-14 06 47
1976,KISSR 2369       ,25770189172,14 32 32.0,+34 06 24
1977,SDSS J02470-0035 ,-1,02 47 03.6,-00 35 33
1978,SDSS J15317+0622 ,206159642155,15 31 46.9,+06 22 58
1979,SDSS J02057+0052 ,506806678279,02 05 44.5,+00 52 40
1980,KUG 1031+398     ,128849912762,10 34 38.6,+39 38 29
1981,SDSS J12086+3247 ,-1,12 08 38.9,+32 47 21
1982,MCG -06.12.015   ,-1,05 18 45.1,-36 38 03
1983,SDSS J09248+5640 ,661435102872,09 24 48.4,+56 40 44
1984,RXS J13391-2126  ,-1,13 39 10.9,-21 26 51
1985,Q 1251+4636      ,661434926457,12 53 56.8,+46 20 13
1986,Q 1128+4753      ,661434926443,11 31 10.3,+47 36 58
1987,RXS J21127-3730  ,-1,21 12 44.7,-37 30 11
1988,MS 18492-7832    ,77310415027,18 57 05.1,-78 28 21
1989,Zw 407.065       ,283468354927,23 51 32.8,+08 44 16
1990,SDSS J12261-0109 ,-1,12 26 10.0,-01 09 22
1991,SDSS J02140+1311 ,661426457636,02 14 04.4,+13 11 56
1992,IC    9          ,274878076883,00 19 44.0,-14 07 17
1993,SDSS J15161+0348 ,352188370044,15 16 07.4,+03 48 04
1994,NPM1G-04.0267    ,446677028780,08 46 40.8,-04 26 56
1995,SDSS J15594+5212 ,661427338471,15 59 26.1,+52 12 35
1996,MCG +06.22.032   ,661427043395,09 55 52.5,+35 57 55
1997,Q 0336+0223      ,661434912676,03 39 35.6,+02 33 19
1998,PG 2304+042      ,360778030585,23 07 03.0,+04 32 57
1999,UGC 11185SW      ,661427179583,18 16 09.4,+42 39 22
2000,SBS 1016+592     ,25771137434,10 19 31.7,+58 57 18
2001,SDSS J08064+2419 ,180389061305,08 06 29.8,+24 19 55
2002,SDSS J02347-0847 ,-1,02 34 47.8,-08 47 05
2003,MARK  556        ,661434661069,00 48 51.6,+04 19 57
2004,SDSS J10069+4456 ,661427222362,10 06 54.9,+44 56 42
2005,RXS J04316-0241  ,-1,04 31 37.0,-02 41 23
2006,NPM1G-14.0512    ,326418082083,13 41 12.9,-14 38 40
2007,NPM1G-06.0050    ,472446766873,01 12 44.8,-06 41 13
2008,IRAS 05189-2524  ,515396629451,05 21 01.4,-25 21 45
2009,NVSS J13265-2751 ,-1,13 26 30.6,-27 51 12
2010,UCM 2303+1702    ,661426565115,23 05 54.0,+17 18 15
2011,Q 0918+4634      ,661434926413,09 21 52.0,+46 21 48
2012,SDSS J15014+0204 ,395138171794,15 01 26.3,+02 04 10
2013,3C 305.0         ,661430431712,14 49 21.6,+63 16 14
2014,SDSS J12424+6429 ,-1,12 42 25.4,+64 29 19
2015,ESO 572-G21      ,558346533095,11 56 15.8,-20 54 29
2016,SDSS J21073+1103 ,661426401404,21 07 21.9,+11 03 58
2017,IRAS 06205-2316,661425759011, 00 00 00, 00 00 00
2018,IRAS 23226-3843-V1,584115729835,00 00 00.0,+00 00 00
2019,IRAS 23226-3843-V2,861437762076,00 00 00.0,+00 00 00
